id,name,category,description,price
1002,Industrial Hydraulics Product 1002,Industrial Hydraulics,High-quality industrial hydraulics solution designed for industrial use.,12169.53
1003,Kassow Robots Product 1003,Kassow Robots,High-quality kassow robots solution designed for industrial use.,11893.29
1004,Kassow Robots Product 1004,Kassow Robots,High-quality kassow robots solution designed for industrial use.,14765.16
1005,Mobile Robotics Product 1005,Mobile Robotics,High-quality mobile robotics solution designed for industrial use.,14651.64
1006,Resistance Welding Product 1006,Resistance Welding,High-quality resistance welding solution designed for industrial use.,17911.28
1007,Industrial Hydraulics Product 1007,Industrial Hydraulics,High-quality industrial hydraulics solution designed for industrial use.,2255.11
1008,Tightening Technology Product 1008,Tightening Technology,High-quality tightening technology solution designed for industrial use.,1893.1
1009,Hägglunds Product 1009,Hägglunds,High-quality hägglunds solution designed for industrial use.,5728.6
1010,Moulding and Casting Technologies Product 1010,Moulding and Casting Technologies,High-quality moulding and casting technologies solution designed for industrial use.,17457.94
1011,Kassow Robots Product 1011,Kassow Robots,High-quality kassow robots solution designed for industrial use.,2307.41
1012,Assembly Technology Product 1012,Assembly Technology,High-quality assembly technology solution designed for industrial use.,7872.39
1013,Hägglunds Product 1013,Hägglunds,High-quality hägglunds solution designed for industrial use.,10986.47
1014,Electric Drives and Controls Product 1014,Electric Drives and Controls,High-quality electric drives and controls solution designed for industrial use.,11075.28
1015,Industrial Hydraulics Product 1015,Industrial Hydraulics,High-quality industrial hydraulics solution designed for industrial use.,16612.38
1016,Electric Drives and Controls Product 1016,Electric Drives and Controls,High-quality electric drives and controls solution designed for industrial use.,15665.43
1017,Tightening Technology Product 1017,Tightening Technology,High-quality tightening technology solution designed for industrial use.,18960.85
1018,Gear Technology Product 1018,Gear Technology,High-quality gear technology solution designed for industrial use.,7878.06
1019,Electric Drives and Controls Product 1019,Electric Drives and Controls,High-quality electric drives and controls solution designed for industrial use.,13866.54
1020,Resistance Welding Product 1020,Resistance Welding,High-quality resistance welding solution designed for industrial use.,16492.88
1021,Mobile Hydraulics and Electronics Product 1021,Mobile Hydraulics and Electronics,High-quality mobile hydraulics and electronics solution designed for industrial use.,6620.3
1022,Resistance Welding Product 1022,Resistance Welding,High-quality resistance welding solution designed for industrial use.,4020.07
1023,Tightening Technology Product 1023,Tightening Technology,High-quality tightening technology solution designed for industrial use.,10036.21
1024,Tightening Technology Product 1024,Tightening Technology,High-quality tightening technology solution designed for industrial use.,3047.24
1025,Hägglunds Product 1025,Hägglunds,High-quality hägglunds solution designed for industrial use.,18233.35
1026,Tightening Technology Product 1026,Tightening Technology,High-quality tightening technology solution designed for industrial use.,15883.6
1027,Moulding and Casting Technologies Product 1027,Moulding and Casting Technologies,High-quality moulding and casting technologies solution designed for industrial use.,6609.88
1028,Hägglunds Product 1028,Hägglunds,High-quality hägglunds solution designed for industrial use.,13339.21
1029,Hägglunds Product 1029,Hägglunds,High-quality hägglunds solution designed for industrial use.,15124.43
1030,Tightening Technology Product 1030,Tightening Technology,High-quality tightening technology solution designed for industrial use.,3021.21
1031,Tightening Technology Product 1031,Tightening Technology,High-quality tightening technology solution designed for industrial use.,15502.96
1032,Resistance Welding Product 1032,Resistance Welding,High-quality resistance welding solution designed for industrial use.,9784.33
1033,Hägglunds Product 1033,Hägglunds,High-quality hägglunds solution designed for industrial use.,6671.09
1034,Hägglunds Product 1034,Hägglunds,High-quality hägglunds solution designed for industrial use.,15569.85
1035,Electric Drives and Controls Product 1035,Electric Drives and Controls,High-quality electric drives and controls solution designed for industrial use.,6105.91
1036,Tightening Technology Product 1036,Tightening Technology,High-quality tightening technology solution designed for industrial use.,17955.75
1037,Industrial Hydraulics Product 1037,Industrial Hydraulics,High-quality industrial hydraulics solution designed for industrial use.,17946.13
1038,Assembly Technology Product 1038,Assembly Technology,High-quality assembly technology solution designed for industrial use.,17750.61
1039,Electric Drives and Controls Product 1039,Electric Drives and Controls,High-quality electric drives and controls solution designed for industrial use.,12134.24
1040,Hägglunds Product 1040,Hägglunds,High-quality hägglunds solution designed for industrial use.,15265.92
1041,Electric Drives and Controls Product 1041,Electric Drives and Controls,High-quality electric drives and controls solution designed for industrial use.,5398.52
1042,Kassow Robots Product 1042,Kassow Robots,High-quality kassow robots solution designed for industrial use.,17037.7
1043,Assembly Technology Product 1043,Assembly Technology,High-quality assembly technology solution designed for industrial use.,3856.57
1044,Mobile Robotics Product 1044,Mobile Robotics,High-quality mobile robotics solution designed for industrial use.,3621.85
1045,Resistance Welding Product 1045,Resistance Welding,High-quality resistance welding solution designed for industrial use.,16380.62
1046,Assembly Technology Product 1046,Assembly Technology,High-quality assembly technology solution designed for industrial use.,13966.5
1047,Electric Drives and Controls Product 1047,Electric Drives and Controls,High-quality electric drives and controls solution designed for industrial use.,6921.87
1048,Mobile Robotics Product 1048,Mobile Robotics,High-quality mobile robotics solution designed for industrial use.,4640.58
1049,Linear Motion Technology Product 1049,Linear Motion Technology,High-quality linear motion technology solution designed for industrial use.,19399.89
1050,Gear Technology Product 1050,Gear Technology,High-quality gear technology solution designed for industrial use.,1682.93
1051,Moulding and Casting Technologies Product 1051,Moulding and Casting Technologies,High-quality moulding and casting technologies solution designed for industrial use.,3892.34
1052,Linear Motion Technology Product 1052,Linear Motion Technology,High-quality linear motion technology solution designed for industrial use.,1468.25
